date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:46:05	3189/3189	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/logo10.png	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/logo10.png	(from https://demo.bosathemes.com/html/travele/index-v2.html)
12:46:07	2399/2399	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/logo11.png	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/logo11.png	(from https://demo.bosathemes.com/html/travele/index-v2.html)
12:46:07	155602/155602	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/img29.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/img29.jpg	(from https://demo.bosathemes.com/html/travele/index-v2.html)
12:46:08	2228/2228	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/img44.png	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/img44.png	(from https://demo.bosathemes.com/html/travele/index-v2.html)
12:46:10	2464/2464	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/img45.png	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/img45.png	(from https://demo.bosathemes.com/html/travele/index-v2.html)
12:46:12	2523/2523	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/img46.png	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/img46.png	(from https://demo.bosathemes.com/html/travele/index-v2.html)
12:46:18	1555/1555	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/img47.png	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/img47.png	(from https://demo.bosathemes.com/html/travele/index-v2.html)
12:46:21	1995/1995	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/img48.png	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/img48.png	(from https://demo.bosathemes.com/html/travele/index-v2.html)
12:46:25	2340/2340	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/img49.png	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/img49.png	(from https://demo.bosathemes.com/html/travele/index-v2.html)
12:46:27	247491/247491	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/img28.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/img28.jpg	(from https://demo.bosathemes.com/html/travele/index-v2.html)
12:46:28	14638/14638	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/img38.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/img38.jpg	(from https://demo.bosathemes.com/html/travele/index-v2.html)
12:46:29	34804/34804	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/img42.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/img42.jpg	(from https://demo.bosathemes.com/html/travele/index-v2.html)
12:46:30	33465/33465	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/img43.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/img43.jpg	(from https://demo.bosathemes.com/html/travele/index-v2.html)
12:46:30	21997/21997	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/img39.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/img39.jpg	(from https://demo.bosathemes.com/html/travele/index-v2.html)
12:46:35	229678/229678	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/img26.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/img26.jpg	(from https://demo.bosathemes.com/html/travele/index-v2.html)
12:46:36	253984/253984	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/inner-banner.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/inner-banner.jpg	(from https://demo.bosathemes.com/html/travele/destination.html)
12:46:36	127571/127571	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/img27.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/img27.jpg	(from https://demo.bosathemes.com/html/travele/package-detail.html)
12:46:37	276146/276146	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/img32.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/img32.jpg	(from https://demo.bosathemes.com/html/travele/package-detail.html)
12:46:40	116280/116280	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/img33.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/img33.jpg	(from https://demo.bosathemes.com/html/travele/package-detail.html)
12:46:41	6329/6329	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/cards.png	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/cards.png	(from https://demo.bosathemes.com/html/travele/booking.html)
12:46:42	1769/1769	---M--	200	added ('OK')	image/gif	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/icon_ccv.gif	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/icon_ccv.gif	(from https://demo.bosathemes.com/html/travele/booking.html)
12:46:45	183624/183624	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2026%20Apr%202024%2005:46:44%20GMT	https://demo.bosathemes.com/html/travele/assets/images/paypal_bt.png	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/paypal_bt.png	(from https://demo.bosathemes.com/html/travele/booking.html)
12:46:50	276146/276146	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/img25.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/img25.jpg	(from https://demo.bosathemes.com/html/travele/about.html)
12:46:51	114497/114497	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/img30.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/img30.jpg	(from https://demo.bosathemes.com/html/travele/service.html)
12:46:52	247491/247491	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/img31.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/img31.jpg	(from https://demo.bosathemes.com/html/travele/service.html)
12:46:54	7493/7493	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/icon19.png	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/icon19.png	(from https://demo.bosathemes.com/html/travele/career.html)
12:46:55	4328/4328	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/icon20.png	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/icon20.png	(from https://demo.bosathemes.com/html/travele/career.html)
12:46:56	4980/4980	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/icon21.png	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/icon21.png	(from https://demo.bosathemes.com/html/travele/career.html)
12:46:59	31004/31004	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/img40.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/img40.jpg	(from https://demo.bosathemes.com/html/travele/tour-guide.html)
12:47:00	16424/16424	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/img41.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/img41.jpg	(from https://demo.bosathemes.com/html/travele/tour-guide.html)
12:47:01	43652/43652	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/gallery-1.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/gallery-1.jpg	(from https://demo.bosathemes.com/html/travele/gallery.html)
12:47:01	39933/39933	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/gallery-2.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/gallery-2.jpg	(from https://demo.bosathemes.com/html/travele/gallery.html)
12:47:01	44384/44384	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/gallery-3.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/gallery-3.jpg	(from https://demo.bosathemes.com/html/travele/gallery.html)
12:47:02	64763/64763	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/gallery-4.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/gallery-4.jpg	(from https://demo.bosathemes.com/html/travele/gallery.html)
12:47:02	55508/55508	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/gallery-5.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/gallery-5.jpg	(from https://demo.bosathemes.com/html/travele/gallery.html)
12:47:03	95652/95652	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/gallery-6.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/gallery-6.jpg	(from https://demo.bosathemes.com/html/travele/gallery.html)
12:47:04	62599/62599	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/gallery-7.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/gallery-7.jpg	(from https://demo.bosathemes.com/html/travele/gallery.html)
12:47:04	24397/24397	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/gallery-8.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/gallery-8.jpg	(from https://demo.bosathemes.com/html/travele/gallery.html)
12:47:08	62599/62599	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/img37.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/img37.jpg	(from https://demo.bosathemes.com/html/travele/faq.html)
12:47:10	393297/393297	---M--	200	added ('OK')	image/png	date:Wed,%2012%20Jan%202022%2006:32:28%20GMT	https://demo.bosathemes.com/html/travele/assets/images/img52.png	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/img52.png	(from https://demo.bosathemes.com/html/travele/popup.html)
12:47:12	229678/229678	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/404-img.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/404-img.jpg	(from https://demo.bosathemes.com/html/travele/404.html)
12:47:13	9803/9803	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/product1.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/product1.jpg	(from https://demo.bosathemes.com/html/travele/product-right.html)
12:47:15	11123/11123	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/product2.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/product2.jpg	(from https://demo.bosathemes.com/html/travele/product-right.html)
12:47:17	9103/9103	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/product3.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/product3.jpg	(from https://demo.bosathemes.com/html/travele/product-right.html)
12:47:19	5219/5219	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/product4.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/product4.jpg	(from https://demo.bosathemes.com/html/travele/product-right.html)
12:47:20	14119/14119	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/product5.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/product5.jpg	(from https://demo.bosathemes.com/html/travele/product-right.html)
12:47:21	11810/11810	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/product6.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/product6.jpg	(from https://demo.bosathemes.com/html/travele/product-right.html)
12:47:22	7539/7539	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/product7.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/product7.jpg	(from https://demo.bosathemes.com/html/travele/product-right.html)
12:47:23	10992/10992	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/product8.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/product8.jpg	(from https://demo.bosathemes.com/html/travele/product-right.html)
12:47:39	28027/28027	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/img35.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/img35.jpg	(from https://demo.bosathemes.com/html/travele/blog-archive.html)
12:47:43	28374/28374	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/img36.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/img36.jpg	(from https://demo.bosathemes.com/html/travele/blog-archive.html)
12:47:44	4211/4211	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/assets/images/user-img.png	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/assets/images/user-img.png	(from https://demo.bosathemes.com/html/travele/blog-single.html)
12:47:45	159521/159521	---MCZ	200	added ('OK')	text/css	date:Mon,%2022%20Nov%202021%2009:21:38%20GMT	https://demo.bosathemes.com/html/travele/admin/assets/css/bootstrap.min.css	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/assets/css/bootstrap.min.css	(from https://demo.bosathemes.com/html/travele/admin/dashboard.html)
12:47:46	57184/57184	---MCZ	200	added ('OK')	text/css	date:Mon,%2022%20Nov%202021%2009:21:38%20GMT	https://demo.bosathemes.com/html/travele/admin/assets/css/all.min.css	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/assets/css/all.min.css	(from https://demo.bosathemes.com/html/travele/admin/dashboard.html)
12:47:47	43265/43265	---MCZ	200	added ('OK')	text/css	date:Wed,%2012%20Jan%202022%2008:10:52%20GMT	https://demo.bosathemes.com/html/travele/admin/style.css	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/style.css	(from https://demo.bosathemes.com/html/travele/admin/dashboard.html)
12:47:47	2378/2378	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Nov%202021%2009:21:38%20GMT	https://demo.bosathemes.com/html/travele/admin/assets/images/logo.png	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/assets/images/logo.png	(from https://demo.bosathemes.com/html/travele/admin/dashboard.html)
12:47:47	4309/4309	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:38%20GMT	https://demo.bosathemes.com/html/travele/admin/assets/images/comment.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/assets/images/comment.jpg	(from https://demo.bosathemes.com/html/travele/admin/dashboard.html)
12:47:48	2649/2649	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:38%20GMT	https://demo.bosathemes.com/html/travele/admin/assets/images/comment2.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/assets/images/comment2.jpg	(from https://demo.bosathemes.com/html/travele/admin/dashboard.html)
12:47:50	2518/2518	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:38%20GMT	https://demo.bosathemes.com/html/travele/admin/assets/images/comment3.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/assets/images/comment3.jpg	(from https://demo.bosathemes.com/html/travele/admin/dashboard.html)
12:47:52	2953/2953	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:38%20GMT	https://demo.bosathemes.com/html/travele/admin/assets/images/comment4.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/assets/images/comment4.jpg	(from https://demo.bosathemes.com/html/travele/admin/dashboard.html)
12:47:54	2650/2650	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:38%20GMT	https://demo.bosathemes.com/html/travele/admin/assets/images/comment5.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/assets/images/comment5.jpg	(from https://demo.bosathemes.com/html/travele/admin/dashboard.html)
12:47:58	2456/2456	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:38%20GMT	https://demo.bosathemes.com/html/travele/admin/assets/images/comment6.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/assets/images/comment6.jpg	(from https://demo.bosathemes.com/html/travele/admin/dashboard.html)
12:48:00	24026/24026	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Nov%202021%2009:21:40%20GMT	https://demo.bosathemes.com/html/travele/admin/db-add-package.html	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/db-add-package.html	(from https://demo.bosathemes.com/html/travele/admin/dashboard.html)
12:48:01	84249/84249	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2022%20Nov%202021%2009:21:38%20GMT	https://demo.bosathemes.com/html/travele/admin/assets/js/jquery-3.2.1.min.js	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/assets/js/jquery-3.2.1.min.js	(from https://demo.bosathemes.com/html/travele/admin/dashboard.html)
12:48:02	21257/21257	---M-Z	200	added ('OK')	application/javascript	etag:W/%225309-YvI45zNIx3656GVCan0bfeI8uy0%22	https://cdn.jsdelivr.net/npm/popper.js@1.16.0/dist/umd/popper.min.js	D:/Tour.html/themme-foret/cdn.jsdelivr.net/npm/popper.js@1.16.0/dist/umd/popper.min.js	(from https://demo.bosathemes.com/html/travele/admin/dashboard.html)
12:48:04	60016/60016	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2022%20Nov%202021%2009:21:38%20GMT	https://demo.bosathemes.com/html/travele/admin/assets/js/bootstrap.min.js	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/assets/js/bootstrap.min.js	(from https://demo.bosathemes.com/html/travele/admin/dashboard.html)
12:48:05	460156/460156	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2022%20Nov%202021%2009:21:38%20GMT	https://demo.bosathemes.com/html/travele/admin/assets/js/canvasjs.min.js	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/assets/js/canvasjs.min.js	(from https://demo.bosathemes.com/html/travele/admin/dashboard.html)
12:48:10	1774/1774	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2022%20Nov%202021%2009:21:38%20GMT	https://demo.bosathemes.com/html/travele/admin/assets/js/chart.js	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/assets/js/chart.js	(from https://demo.bosathemes.com/html/travele/admin/dashboard.html)
12:48:10	14402/14402	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2022%20Nov%202021%2009:21:38%20GMT	https://demo.bosathemes.com/html/travele/admin/assets/js/counterup.min.js	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/assets/js/counterup.min.js	(from https://demo.bosathemes.com/html/travele/admin/dashboard.html)
12:48:11	21561/21561	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2022%20Nov%202021%2009:21:38%20GMT	https://demo.bosathemes.com/html/travele/admin/assets/js/jquery.slicknav.js	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/assets/js/jquery.slicknav.js	(from https://demo.bosathemes.com/html/travele/admin/dashboard.html)
12:48:14	1111/1111	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2022%20Nov%202021%2009:21:38%20GMT	https://demo.bosathemes.com/html/travele/admin/assets/js/dashboard-custom.js	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/assets/js/dashboard-custom.js	(from https://demo.bosathemes.com/html/travele/admin/dashboard.html)
12:48:17	11452/11452	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:38%20GMT	https://demo.bosathemes.com/html/travele/admin/assets/images/testi-img1-150x150.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/assets/images/testi-img1-150x150.jpg	(from https://demo.bosathemes.com/html/travele/admin/db-comment.html)
12:48:17	7164/7164	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:38%20GMT	https://demo.bosathemes.com/html/travele/admin/assets/images/testi-img2-150x150.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/assets/images/testi-img2-150x150.jpg	(from https://demo.bosathemes.com/html/travele/admin/db-comment.html)
12:48:19	8363/8363	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:38%20GMT	https://demo.bosathemes.com/html/travele/admin/assets/images/testi-img3-150x150.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/assets/images/testi-img3-150x150.jpg	(from https://demo.bosathemes.com/html/travele/admin/db-comment.html)
12:48:20	276146/276146	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:38%20GMT	https://demo.bosathemes.com/html/travele/admin/assets/images/img25.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/assets/images/img25.jpg	(from https://demo.bosathemes.com/html/travele/admin/db-wishlist.html)
12:48:21	229678/229678	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:38%20GMT	https://demo.bosathemes.com/html/travele/admin/assets/images/img26.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/assets/images/img26.jpg	(from https://demo.bosathemes.com/html/travele/admin/db-wishlist.html)
12:48:22	127571/127571	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:38%20GMT	https://demo.bosathemes.com/html/travele/admin/assets/images/img27.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/assets/images/img27.jpg	(from https://demo.bosathemes.com/html/travele/admin/db-wishlist.html)
12:48:28	476370/476370	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2009:21:38%20GMT	https://demo.bosathemes.com/html/travele/admin/assets/images/bg.jpg	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/assets/images/bg.jpg	(from https://demo.bosathemes.com/html/travele/admin/login.html)
12:48:45	131930/131930	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2022%20Nov%202021%2009:21:38%20GMT	https://demo.bosathemes.com/html/travele/admin/assets/webfonts/fa-brands-400.eot	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/assets/webfonts/fa-brands-400.eot	(from https://demo.bosathemes.com/html/travele/admin/assets/css/all.min.css)
12:48:47	131930/131930	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2022%20Nov%202021%2009:21:38%20GMT	https://demo.bosathemes.com/html/travele/admin/assets/webfonts/fa-brands-400.eot?	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/assets/webfonts/fa-brands-400d41d.eot	(from https://demo.bosathemes.com/html/travele/admin/assets/css/all.min.css)
12:48:57	75936/75936	---M--	200	added ('OK')	font/woff2	date:Mon,%2022%20Nov%202021%2009:21:38%20GMT	https://demo.bosathemes.com/html/travele/admin/assets/webfonts/fa-brands-400.woff2	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/assets/webfonts/fa-brands-400.woff2	(from https://demo.bosathemes.com/html/travele/admin/assets/css/all.min.css)
12:48:58	89100/89100	---M--	200	added ('OK')	font/woff	date:Mon,%2022%20Nov%202021%2009:21:38%20GMT	https://demo.bosathemes.com/html/travele/admin/assets/webfonts/fa-brands-400.woff	D:/Tour.html/themme-foret/demo.bosathemes.com/html/travele/admin/assets/webfonts/fa-brands-400.woff	(from https://demo.bosathemes.com/html/travele/admin/assets/css/all.min.css)
